Věková skupina,Pohlaví,Váhová kategorie,Umístění,Lot,B.weight,Snatch,Clean Jerk,Result,Délka ruky (cm),Délka nohy (cm),Biceps (cm),Stehno (cm),Výška (cm),Handgrip P,Handgrip L,3. pokus,CMJ Height,CMJ Force,CMJ RFD,CMJ Power,SJ Height,SJ Power,SJ Force,Weight,Sinclair
Junior,Ženy,48 kg,1,101.0,47.59,77,98,175,,,,,,,,,,,,,,,,,279.87
Junior,Ženy,48 kg,2,63.0,47.63,78,96,174,59.0,43.0,26.0,52.0,152.0,24.8,24.2,,52.13,2040.87,1308.36,5634.54,46.82,5846.95,2552.64,82.49,278.09
Junior,Ženy,48 kg,3,878.0,47.38,76,94,170,,,,,,,,,,,,,,,,,272.84
Junior,Ženy,48 kg,4,257.0,47.86,70,96,166,,,,,,,,,,,,,,,,,264.28
Junior,Ženy,48 kg,5,874.0,44.89,74,89,163,52.0,42.0,25.5,49.0,157.5,,,,34.45,1113.43,3415.36,2261.41,31.89,3597.93,1485.22,69.9,273.49
Junior,Ženy,48 kg,6,834.0,47.42,70,84,154,,,,,,,,,,,,,,,,,247.0
Junior,Ženy,48 kg,7,412.0,47.79,66,81,147,,,,,,,,,,,,,,,,,234.31
Junior,Ženy,48 kg,8,517.0,47.85,60,80,140,53.0,78.0,28.5,50.0,151.0,30.1,32.1,,37.09,1457.06,8456.27,2669.7,35.49,2595.71,1184.81,49.5,222.93
Junior,Ženy,48 kg,9,135.0,47.71,57,76,133,58.0,76.0,26.0,52.0,157.5,36.5,32.8,,35.23,1143.19,3220.06,2344.45,31.15,2169.52,1017.68,49.76,212.28
Junior,Ženy,53 kg,1,469.0,52.99,85,104,189,55.0,76.0,31.0,57.0,154.5,39.0,35.4,,44.74,1574.09,5973.09,3866.97,40.68,3900.98,1785.29,53.62,278.42
Junior,Ženy,53 kg,2,860.0,52.68,82,101,183,,,,,,,,,,,,,,,,,270.74
Junior,Ženy,53 kg,3,222.0,52.55,84,98,182,,,,,,,,,,,,,,,,,269.75
Junior,Ženy,53 kg,4,1.0,52.79,81,100,181,54.0,73.0,30.0,52.5,159.0,34.9,37.3,,33.41,1601.29,7503.55,3086.41,31.64,2980.86,1453.95,54.56,267.37
Junior,Ženy,53 kg,5,508.0,52.64,75,91,166,56.0,49.0,29.0,53.0,156.0,43.4,42.6,,,,,,,,,,245.72
Junior,Ženy,53 kg,6,778.0,52.07,70,92,162,54.0,48.0,29.0,55.0,157.0,41.3,42.3,,35.23,1456.31,6705.59,3058.24,29.93,2919.93,1553.78,53.05,241.73
Junior,Ženy,53 kg,7,994.0,51.93,69,92,161,,,,,,,,,,,,,,,,,240.72
Junior,Ženy,53 kg,8,51.0,52.3,70,86,156,,,,,,,,,,,,,,,,,232.02
Junior,Ženy,53 kg,9,576.0,52.14,70,85,155,,,,,,,,,,,,,,,,,231.06
Junior,Ženy,53 kg,10,170.0,52.62,65,87,152,,,,,,,,,,,,,,,,,225.06
Junior,Ženy,53 kg,11,908.0,52.19,68,83,151,54.0,44.0,26.0,55.0,149.0,36.1,33.8,,35.23,1341.53,3198.42,2922.82,32.9,2910.21,1443.49,160.79,224.94
Junior,Ženy,53 kg,12,634.0,52.07,65,84,149,57.0,82.0,24.5,55.0,160.5,32.7,24.8,31.0,32.4,1651.5,9948.44,2891.28,30.66,3027.7,1606.58,53.32,222.33
Junior,Ženy,58 kg,1,747.0,56.9,91,123,214,,,,,,,,,,,,,,,,,299.85
Junior,Ženy,58 kg,2,233.0,57.33,87,118,205,,,,,,,,,,,,,,,,,285.78
Junior,Ženy,58 kg,3,917.0,57.27,90,114,204,57.0,79.0,30.0,56.0,159.0,36.2,36.2,,46.53,2330.26,10270.99,5322.17,44.44,3900.34,1613.13,64.43,284.59
Junior,Ženy,58 kg,4,727.0,56.85,86,106,192,,,,,,,,,,,,,,,,,269.18
Junior,Ženy,58 kg,5,983.0,57.11,84,103,187,,,,,,,,,,,,,,,,,261.36
Junior,Ženy,58 kg,6,521.0,57.37,84,103,187,,,,,,,,,,,,,,,,,260.56
Junior,Ženy,58 kg,7,936.0,57.63,80,107,187,,,,,,30.4,35.2,,,,,,,,,,259.77
Junior,Ženy,58 kg,8,630.0,57.91,80,106,186,,,,,,,,,,,,,,,,,257.55
Junior,Ženy,58 kg,9,769.0,57.4,81,101,182,61.0,81.0,29.0,56.0,166.0,41.9,50.0,,40.12,1484.73,5605.73,3579.48,40.12,3393.07,1329.52,78.73,253.51
Junior,Ženy,58 kg,10,24.0,57.57,78,100,178,,,,,,,,,,,,,,,,,247.44
Junior,Ženy,58 kg,11,963.0,57.42,77,91,168,,,,,,,,,,,,,,,,,233.95
Junior,Ženy,58 kg,12,577.0,57.97,77,87,164,57.0,78.0,30.0,58.0,156.5,38.9,30.1,,35.76,1536.95,6994.09,3250.44,33.16,3077.25,1391.06,142.38,226.93
Junior,Ženy,58 kg,13,663.0,55.71,73,87,160,,,,,,,,,,,,,,,,,227.46
Junior,Ženy,58 kg,14,695.0,57.29,72,83,155,58.0,82.0,28.0,56.0,163.0,34.5,29.7,,39.28,1559.61,7048.27,3370.89,35.74,3324.9,1516.44,58.31,216.18
Junior,Ženy,63 kg,1,514.0,62.16,98,118,216,,,,,,,,,,,,,,,,,285.78
Junior,Ženy,63 kg,2,367.0,62.65,97,115,212,,,,,,,,,,,,,,,,,279.13
Junior,Ženy,63 kg,3,221.0,62.8,87,114,201,55.0,49.0,33.0,60.0,158.0,38.3,43.9,,29.2,1868.53,9017.81,3387.49,30.17,3471.32,1683.13,64.0,264.26
Junior,Ženy,63 kg,4,437.0,61.4,90,110,200,53.0,77.0,31.5,57.0,154.0,43.6,36.8,,,,,,,,,,266.64
Junior,Ženy,63 kg,5,478.0,62.64,91,108,199,58.0,77.0,30.0,58.0,158.0,44.5,40.7,,51.81,2693.53,4852.0,7561.19,47.44,8246.48,3120.27,110.89,262.04
Junior,Ženy,63 kg,6,472.0,62.0,85,114,199,57.0,81.0,32.0,57.0,165.0,37.4,34.5,,45.63,1724.37,7203.79,3682.46,42.11,4030.58,1758.49,63.96,263.71
Junior,Ženy,63 kg,7,676.0,62.92,89,107,196,,,,,,,,,,,,,,,,,257.39
Junior,Ženy,63 kg,8,198.0,62.2,87,106,193,,,,,,,,,,,,,,,,,255.25
Junior,Ženy,63 kg,9,201.0,62.1,85,106,191,56.0,77.0,31.0,62.0,156.5,40.9,34.1,,41.25,1825.83,6618.67,4612.2,40.97,4390.9,1741.05,72.17,252.85
Junior,Ženy,63 kg,10,865.0,62.89,84,106,190,57.0,80.0,32.0,59.0,157.5,39.5,39.2,,,,,,,,,,249.58
Junior,Ženy,63 kg,11,10.0,62.75,85,104,189,57.0,84.0,32.0,55.5,166.5,45.9,37.7,L40.8,,,,,,,,,248.61
Junior,Ženy,63 kg,12,466.0,62.48,85,101,186,,,,,,,,,,,,,,,,,245.31
Junior,Ženy,63 kg,13,169.0,62.7,77,104,181,,,,,,,,,,,,,,,,,238.2
Junior,Ženy,63 kg,14,283.0,62.7,79,101,180,52.0,48.0,32.5,60.0,158.0,35.2,31.4,,44.42,1624.66,3766.27,3956.63,41.24,3788.51,1577.13,66.03,236.88
Junior,Ženy,63 kg,15,70.0,62.21,77,99,176,56.0,79.0,30.0,60.0,164.5,41.9,42.6,,,,,,,,,,232.74
Junior,Ženy,63 kg,16,957.0,62.5,78,97,175,61.0,81.0,30.5,59.0,163.0,38.7,39.3,,54.72,1882.35,7038.36,4601.76,53.41,4559.68,1883.21,64.56,230.75
Junior,Ženy,63 kg,17,167.0,61.0,77,96,173,61.0,79.0,30.0,58.0,164.0,46.3,41.4,,34.19,1567.03,6392.8,3436.92,31.64,3419.91,1620.91,61.4,231.6
Junior,Ženy,63 kg,18,430.0,62.58,75,95,170,60.0,84.0,31.0,58.0,164.0,40.9,38.4,,,,,,,,,,223.99
Junior,Ženy,63 kg,19,67.0,62.86,74,94,168,,,,,,,,,,,,,,,,,220.75
Junior,Ženy,63 kg,20,498.0,62.27,74,91,165,58.0,81.0,29.0,59.0,162.5,42.3,37.9,,,,,,,,,,218.06
Junior,Ženy,63 kg,21,689.0,61.59,73,90,163,65.0,83.0,31.0,60.0,162.5,39.7,29.3,,,,,,,,,,216.89
Junior,Ženy,63 kg,22,191.0,61.16,70,87,157,58.0,83.0,29.0,56.0,168.0,34.8,38.7,,37.09,1462.84,4925.88,3390.39,33.93,3265.15,1453.99,61.5,209.83
Junior,Ženy,63 kg,23,911.0,62.41,70,84,154,59.0,89.0,28.0,59.0,168.0,34.9,29.6,,31.88,1403.85,1508.05,3235.28,36.29,3421.64,1373.74,105.19,203.24
Junior,Ženy,69 kg,1,871.0,68.8,102,118,220,,,,,,50.8,46.4,,,,,,,,,,274.32
Junior,Ženy,69 kg,2,487.0,68.66,93,119,212,,,,,,,,,,,,,,,,,264.64
Junior,Ženy,69 kg,3,855.0,68.68,92,118,210,57.0,73.0,32.0,57.0,156.0,39.3,37.2,,50.86,2294.17,7578.29,5200.36,39.84,4617.59,2036.15,88.75,262.1
Junior,Ženy,69 kg,4,322.0,68.52,92,117,209,,,,,,,,,,,,,,,,,261.19
Junior,Ženy,69 kg,5,965.0,68.36,92,115,207,,,,,,,,,,,,,,,,,259.03
Junior,Ženy,69 kg,6,415.0,68.3,92,112,204,55.0,76.0,36.0,64.0,156.0,55.8,48.6,,50.54,2133.83,7625.48,5048.8,46.83,5025.32,1988.14,79.46,255.4
Junior,Ženy,69 kg,7,444.0,68.15,92,109,201,,,,,,,,,,,,,,,,,251.95
Junior,Ženy,69 kg,8,475.0,68.61,90,109,199,59.0,81.0,31.0,61.0,163.5,,,,,,,,,,,,248.51
Junior,Ženy,69 kg,9,519.0,65.29,89,110,199,,,,,,,,,,,,,,,,,255.61
Junior,Ženy,69 kg,10,241.0,68.53,86,113,199,60.0,81.0,32.0,60.0,164.0,49.0,43.4,,49.62,2859.2,515.08,6945.1,45.61,7294.38,2955.16,96.94,248.67
Junior,Ženy,69 kg,11,669.0,67.61,91,106,197,61.0,83.0,30.0,60.0,166.5,39.3,41.4,,35.49,1535.32,4606.7,3674.39,32.4,3394.24,1539.85,67.69,248.03
Junior,Ženy,69 kg,12,295.0,66.45,86,108,194,61.0,82.0,31.5,60.0,163.5,42.9,40.6,,,,,,,,,,246.66
Junior,Ženy,69 kg,13,228.0,66.78,84,104,188,54.0,79.0,31.0,60.0,154.0,43.0,40.9,43.6,,,,,,,,,238.36
Junior,Ženy,69 kg,14,483.0,67.94,81,106,187,53.0,45.0,34.0,62.0,152.0,39.3,41.0,,,,,,,,,,234.8
Junior,Ženy,69 kg,15,116.0,67.18,80,107,187,58.0,81.0,32.0,61.0,162.0,34.5,34.5,,35.23,1720.29,6264.58,3366.68,28.02,3266.04,1624.43,68.21,236.29
Junior,Ženy,69 kg,16,404.0,65.95,81,100,181,,,,,,,,,,,,,,,,,231.14
Junior,Ženy,69 kg,17,937.0,68.72,80,98,178,,,,,,,,,,,,,,,,,222.09
Junior,Ženy,69 kg,18,797.0,65.98,75,96,171,59.0,82.0,30.0,61.0,164.0,44.1,42.4,,32.9,1500.8,2766.78,3369.49,28.71,3235.49,1506.99,65.35,218.31
Junior,Ženy,69 kg,19,907.0,67.8,79,91,170,61.0,90.0,29.0,62.0,172.5,49.7,48.3,,44.44,1587.33,5168.13,4116.35,42.98,4349.36,1721.63,67.43,213.7
Junior,Ženy,69 kg,20,812.0,67.84,75,94,169,,,,,,,,,,,,,,,,,212.37
Junior,Ženy,77 kg,1,841.0,75.62,109,135,244,56.0,76.0,35.0,66.0,157.5,41.4,43.3,,,,,,,,,,289.74
Junior,Ženy,77 kg,2,255.0,76.74,105,125,230,57.0,84.0,32.5,67.0,167.5,42.1,39.9,,44.15,2083.5,9157.33,4775.89,42.98,4649.09,1892.63,60.15,271.19
Junior,Ženy,77 kg,3,721.0,76.63,98,130,228,52.0,41.0,38.5,46.0,151.5,51.1,51.7,,33.16,2129.09,11722.65,4006.61,33.67,4134.27,2056.4,77.43,269.02
Junior,Ženy,77 kg,4,442.0,76.59,101,126,227,57.0,82.0,33.0,64.0,162.5,38.2,42.6,,,,,,,,,,267.91
Junior,Ženy,77 kg,5,623.0,76.48,94,122,216,,,,,,,,,,,,,,,,,255.1
Junior,Ženy,77 kg,6,857.0,76.32,85,103,188,63.0,81.0,34.0,54.0,175.0,42.3,42.1,,56.7,2022.38,9902.37,4305.15,44.44,4730.66,1944.74,61.9,222.25
Junior,Ženy,77 kg,7,889.0,74.33,81,106,187,,,,,,,,,,,,,,,,,223.93
Junior,Ženy,77 kg,8,816.0,73.32,80,106,186,60.0,82.0,34.0,64.0,168.0,47.0,44.3,,42.69,1986.0,9494.43,4408.52,40.4,4375.48,1822.22,74.1,224.27
Junior,Ženy,77 kg,9,454.0,74.73,86,99,185,,,,,,,,,,,,,,,,,220.95
Junior,Ženy,77 kg,10,896.0,71.27,84,101,185,,,,,,,,,,,,,,,,,226.35
Junior,Ženy,77 kg,11,700.0,76.99,79,103,182,,,,,,,,,,,,,,,,,214.27
Junior,Ženy,86 kg,1,384.0,85.68,105,136,241,60.0,79.0,38.0,62.0,162.5,57.2,49.3,,39.01,2413.79,11355.5,4543.12,36.83,4372.64,2124.2,86.66,270.81
Junior,Ženy,86 kg,2,716.0,85.72,107,132,239,,,,,,,,,,,,,,,,,268.51
Junior,Ženy,86 kg,3,723.0,81.96,105,130,235,62.0,84.0,33.0,65.0,174.0,47.3,51.9,,47.14,2194.65,6485.97,5635.53,43.27,5633.63,2398.27,87.05,268.97
Junior,Ženy,86 kg,4,288.0,85.61,105,127,232,,,,,,,,,,,,,,,,,260.78
Junior,Ženy,86 kg,5,580.0,85.76,100,128,228,60.0,83.0,36.0,69.5,162.0,42.6,40.7,,,,,,,,,,256.1
Junior,Ženy,86 kg,6,407.0,85.29,104,120,224,66.0,90.0,32.0,64.0,179.5,,,,,,,,,,,,252.16
Junior,Ženy,86 kg,7,96.0,85.58,99,120,219,,,,,,,,,,,,,,,,,246.2
Junior,Ženy,86 kg,8,538.0,83.55,93,120,213,,,,,,,,,,,,,,,,,241.81
Junior,Ženy,86 kg,9,807.0,85.92,96,116,212,57.0,79.0,35.0,69.0,164.0,46.1,34.8,,31.4,1795.06,3553.4,4021.91,28.5,4210.09,2171.78,87.99,237.95
Junior,Ženy,86 kg,10,373.0,81.55,82,105,187,,,,,,,,,,,,,,,,,214.49
Junior,Ženy,86 kg,11,770.0,81.88,76,103,179,,,,,,,,,,,,,,,,,204.96
Junior,Ženy,86 kg,12,591.0,77.73,76,100,176,,,,,,,,,,,,,,,,,206.28
Junior,Ženy,+86 kg,1,837.0,112.25,111,134,245,,,,,,,,,,,,,,,,,253.4
Junior,Ženy,+86 kg,2,719.0,87.04,107,128,235,57.0,81.0,37.0,44.0,163.5,43.9,43.3,,,,,,,,,,262.43
Junior,Ženy,+86 kg,3,150.0,97.09,98,127,225,56.0,75.0,39.0,69.0,162.5,51.0,53.7,,51.17,2663.69,3838.82,7503.61,50.54,7538.27,2789.13,109.69,241.81
Junior,Ženy,+86 kg,3,150.0,97.09,98,127,225,56.0,75.0,39.0,69.0,162.5,40.7,32.7,,51.17,2663.69,3838.82,7503.61,50.54,7538.27,2789.13,109.69,241.81
Junior,Ženy,+86 kg,3,150.0,97.09,98,127,225,56.0,80.0,29.0,58.0,162.0,51.0,53.7,,51.17,2663.69,3838.82,7503.61,50.54,7538.27,2789.13,109.69,241.81
Junior,Ženy,+86 kg,3,150.0,97.09,98,127,225,56.0,80.0,29.0,58.0,162.0,40.7,32.7,,51.17,2663.69,3838.82,7503.61,50.54,7538.27,2789.13,109.69,241.81
Junior,Ženy,+86 kg,4,696.0,90.34,107,117,224,60.0,84.0,38.0,66.0,140.0,56.3,60.4,,39.02,2046.44,4126.39,5037.66,32.15,4913.26,2250.31,91.87,246.67
Junior,Ženy,+86 kg,5,362.0,87.49,99,118,217,55.0,85.0,33.0,64.0,161.0,45.9,46.4,,,,,,,,,,241.85
Junior,Ženy,+86 kg,6,773.0,87.18,96,110,206,,,,,,,,,,,,,,,,,229.9
Junior,Ženy,+86 kg,7,740.0,98.42,90,114,204,,,,,,,,,,,,,,,,,218.32
Junior,Ženy,+86 kg,8,969.0,90.65,87,114,201,58.0,85.0,36.0,72.0,169.5,32.4,39.0,,,,,,,,,,221.07
Junior,Ženy,+86 kg,9,904.0,92.41,88,105,193,,,,,,,,,,,,,,,,,210.83
Junior,Ženy,+86 kg,10,308.0,98.52,75,87,162,,,,,,,,,,,,,,,,,173.32
Junior,Muži,60 kg,1,387.0,59.95,119,148,267,,,,,,,,,,,,,,,,,411.02
Junior,Muži,60 kg,2,350.0,59.72,121,145,266,58.0,77.5,31.5,53.0,165.0,55.3,52.2,P57.1,55.38,2492.33,8765.0,5898.17,50.86,4778.63,1799.41,87.4,410.65
Junior,Muži,60 kg,3,800.0,59.77,119,143,262,,,,,,,,,,,,,,,,,404.22
Junior,Muži,60 kg,4,376.0,59.14,110,147,257,55.0,74.0,32.0,53.0,160.5,54.6,52.9,,45.64,1900.27,9330.46,4137.11,37.11,3806.39,1698.81,59.79,399.63
Junior,Muži,60 kg,5,182.0,59.54,105,139,244,,,,,,,,,,,,,,,,,377.52
Junior,Muži,60 kg,6,613.0,59.72,110,130,240,,,,,,,,,,,,,,,,,370.51
Junior,Muži,60 kg,7,363.0,59.65,110,130,240,60.0,82.0,30.0,54.0,165.5,49.6,42.6,,46.24,1383.66,2839.49,3494.24,39.01,3533.25,1491.39,60.27,370.83
Junior,Muži,60 kg,8,942.0,59.87,108,122,230,,,,,,,,,,,,,,,,,354.41
Junior,Muži,60 kg,9,210.0,53.51,105,125,230,58.0,44.0,"31,5",53.0,158.0,46.9,43.1,,49.29,1541.19,6478.53,3929.68,38.72,3504.24,1353.16,57.73,386.51
Junior,Muži,65 kg,1,844.0,64.66,126,156,282,63.0,79.0,34.0,60.0,162.0,27.6,25.2,,55.38,1969.2,5082.96,5749.62,54.72,5533.3,1905.9,79.12,411.35
